,index,genre_ids,id_x,popularity,release_date_x,vote_average,vote_count,id_y,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,genre,main_genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6
443,452,"['28', '12', '16', '10751', '14', '35']",417859,9.078,2011-10-28,6.3,1422,46,Puss In Boots,130000000.0,149260504.0,554987477.0,424987477,426.9134438461538,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Comedy']",Action,Adventure,Animation,Family,Fantasy,Comedy,
444,453,"['18', '53', '9648']",69668,9.047,2011-09-30,6.0,670,80,Dream House,50000000.0,21302340.0,41642166.0,-8357834,83.284332,"['Drama', 'Thriller', 'Mystery']",Drama,Thriller,Mystery,,,,
445,454,"['36', '18']",71688,8.987,2011-12-30,6.4,899,90,The Iron Lady,14000000.0,29959436.0,115592104.0,101592104,825.6578857142857,"['History', 'Drama']",History,Drama,,,,,
446,455,"['10751', '35']",60307,8.961,2011-03-25,6.4,492,80,Diary Of A Wimpy Kid: Rodrick Rules,18000000.0,52698535.0,73695194.0,55695194,409.4177444444444,"['Family', 'Comedy']",Family,Comedy,,,,,
447,456,"['80', '18', '27', '9648']",34335,8.882,2011-03-09,5.1,125,82,Nine Dead,2000000.0,0.0,0.0,-2000000,0.0,"['Crime', 'Drama', 'Horror', 'Mystery']",Crime,Drama,Horror,Mystery,,,
448,457,"['12', '16', '10751']",50321,8.852,2011-03-11,5.7,299,94,Mars Needs Moms,150000000.0,21392758.0,39549758.0,-110450242,26.366505333333336,"['Adventure', 'Animation', 'Family']",Adventure,Animation,Family,,,,
449,458,"['80', '28', '53']",49010,8.844,2011-05-06,5.9,300,33,Hobo With A Shotgun,3000000.0,703372.0,834953.0,-2165047,27.831766666666667,"['Crime', 'Action', 'Thriller']",Crime,Action,Thriller,,,,
450,459,['35'],85435,8.84,2011-10-14,5.8,247,55,A Few Best Men,15000000.0,0.0,17224539.0,2224539,114.83026,['Comedy'],Comedy,,,,,,
451,460,"['18', '35']",82532,8.821,2011-09-13,6.2,320,65,"Jeff, Who Lives At Home",10000000.0,4269426.0,4708127.0,-5291873,47.08127,"['Drama', 'Comedy']",Drama,Comedy,,,,,
452,461,"['18', '53']",64639,8.749,2011-09-16,5.7,255,88,Straw Dogs,25000000.0,10324441.0,11253821.0,-13746179,45.015284,"['Drama', 'Thriller']",Drama,Thriller,,,,,
453,462,['18'],44754,8.747,2011-09-30,6.3,138,27,Margaret,14000000.0,47185.0,623292.0,-13376708,4.4520857142857135,['Drama'],Drama,,,,,,
454,463,"['18', '10749']",64678,8.695,2011-06-17,6.5,752,20,The Art Of Getting By,4000000.0,1430241.0,1989035.0,-2010965,49.725875,"['Drama', 'Romance']",Drama,Romance,,,,,
455,464,"['10752', '18']",50601,8.689,2011-08-18,5.7,102,47,5 Days Of War,12000000.0,17479.0,87793.0,-11912207,0.7316083333333333,"['War', 'Drama']",War,Drama,,,,,
456,465,"['18', '80', '36']",88794,8.628,2011-11-09,6.2,1303,76,J. Edgar,35000000.0,37306030.0,84606030.0,49606030,241.7315142857143,"['Drama', 'Crime', 'History']",Drama,Crime,History,,,,
457,466,"['99', '10402', '10751']",54518,8.602,2011-02-11,5.1,240,48,Justin Bieber: Never Say Never,13000000.0,73013910.0,99034125.0,86034125,761.8009615384615,"['Documentary', 'Music', 'Family']",Documentary,Music,Family,,,,
458,467,"['35', '18']",59968,8.523,2011-08-26,6.1,527,78,Our Idiot Brother,5000000.0,24814830.0,25861249.0,20861249,517.2249800000001,"['Comedy', 'Drama']",Comedy,Drama,,,,,
459,468,"['27', '53']",58428,8.494,2011-12-30,5.5,324,78,The Innkeepers,750000.0,78396.0,1011535.0,261535,134.87133333333335,"['Horror', 'Thriller']",Horror,Thriller,,,,,
460,469,['35'],57119,8.477,2011-05-06,6.0,103,93,Jumping The Broom,7000000.0,37295394.0,38158601.0,31158601,545.1228714285714,['Comedy'],Comedy,,,,,,
461,470,"['53', '27']",50698,8.475,2011-09-09,6.2,700,76,Grave Encounters,2000000.0,0.0,2151887.0,151887,107.59435,"['Thriller', 'Horror']",Thriller,Horror,,,,,
462,471,"['10751', '28', '18']",43959,8.459,2011-04-08,7.0,688,83,Soul Surfer,18000000.0,43853424.0,47158652.0,29158652,261.9925111111111,"['Family', 'Action', 'Drama']",Family,Action,Drama,,,,
463,472,"['12', '18']",49494,8.443,2011-02-11,6.1,694,50,The Eagle,25000000.0,19490041.0,38993548.0,13993548,155.974192,"['Adventure', 'Drama']",Adventure,Drama,,,,,
464,473,"['27', '53', '878']",50357,8.384,2011-09-02,5.0,486,94,Apollo 18,5000000.0,17686929.0,26517819.0,21517819,530.3563800000001,"['Horror', 'Thriller', 'ScienceFiction']",Horror,Thriller,ScienceFiction,,,,
465,474,"['35', '18']",57157,8.335,2011-12-16,5.7,603,94,Young Adult,12000000.0,16311571.0,22750356.0,10750356,189.5863,"['Comedy', 'Drama']",Comedy,Drama,,,,,
466,475,"['18', '10749']",79120,8.326,2011-09-22,7.5,287,43,Weekend,190000.0,484592.0,1577585.0,1387585,830.3078947368422,"['Drama', 'Romance']",Drama,Romance,,,,,
467,476,"['10749', '35']",70868,8.271,2011-09-16,5.2,231,58,I Don'T Know How She Does It,24000000.0,9659074.0,24474463.0,474463,101.97692916666668,"['Romance', 'Comedy']",Romance,Comedy,,,,,
468,477,"['53', '18', '27']",49950,8.134,2011-02-04,5.4,406,39,The Roommate,16000000.0,37300107.0,52545707.0,36545707,328.41066875,"['Thriller', 'Drama', 'Horror']",Thriller,Drama,Horror,,,,
469,478,"['16', '35', '10751']",65759,8.131,2011-11-17,5.9,754,33,Happy Feet Two,135000000.0,64006466.0,157956466.0,22956466,117.00478962962964,"['Animation', 'Comedy', 'Family']",Animation,Comedy,Family,,,,
470,479,"['18', '36', '53']",61891,8.113999999999999,2011-10-28,6.4,434,90,Anonymous,27500000.0,4463292.0,15815509.0,-11684491,57.51094181818181,"['Drama', 'History', 'Thriller']",Drama,History,Thriller,,,,
471,480,"['35', '10749']",49012,7.886,2011-04-08,5.5,399,67,Arthur,40000000.0,33035397.0,47787943.0,7787943,119.4698575,"['Comedy', 'Romance']",Comedy,Romance,,,,,
472,481,"['27', '53']",65055,7.879,2011-09-02,5.0,245,52,Shark Night 3D,25000000.0,18877153.0,18877153.0,-6122847,75.508612,"['Horror', 'Thriller']",Horror,Thriller,,,,,
473,482,"['35', '18', '10749']",45156,7.87,2011-02-03,6.3,333,39,A Little Bit Of Heaven,12500000.0,10011.0,1100287.0,-11399713,8.802296,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,
474,483,"['27', '28', '53']",48572,7.816,2011-09-23,6.1,472,22,Red State,4000000.0,1065429.0,1983596.0,-2016404,49.5899,"['Horror', 'Action', 'Thriller']",Horror,Action,Thriller,,,,
475,484,"['80', '18', '53']",44945,7.805,2011-04-01,6.6,556,43,Trust,4000000.0,120016.0,120016.0,-3879984,3.0004,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,
476,485,"['27', '878', '18']",38541,7.778,2011-03-13,5.9,302,53,The Divide,3000000.0,18000.0,156362.0,-2843638,5.212066666666667,"['Horror', 'ScienceFiction', 'Drama']",Horror,ScienceFiction,Drama,,,,
478,487,['35'],52067,7.694,2011-02-11,6.0,206,51,Cedar Rapids,10000000.0,6861102.0,7862131.0,-2137869,78.62131,['Comedy'],Comedy,,,,,,
479,488,['18'],71157,7.682,2011-11-11,7.8,670,24,Polisse,8900000.0,176988.0,22744132.0,13844132,255.55204494382025,['Drama'],Drama,,,,,,
480,489,"['18', '53', '80']",74536,7.586,2011-11-04,5.1,156,51,The Son Of No One,15000000.0,30680.0,1148578.0,-13851422,7.657186666666667,"['Drama', 'Thriller', 'Crime']",Drama,Thriller,Crime,,,,
481,490,"['35', '18', '10749']",49022,7.567,2011-05-05,6.1,591,72,Something Borrowed,35000000.0,39046489.0,65084116.0,30084116,185.9546171428572,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,
482,491,"['12', '28', '37']",68818,7.547999999999999,2011-10-07,6.7,111,46,Blackthorn,4500000.0,200558.0,1217307.0,-3282693,27.051266666666667,"['Adventure', 'Action', 'Western']",Adventure,Action,Western,,,,
483,492,"['35', '80', '18']",92591,7.518,2012-04-27,6.6,503,48,Bernie,6000000.0,9204489.0,10106975.0,4106975,168.44958333333332,"['Comedy', 'Crime', 'Drama']",Comedy,Crime,Drama,,,,
484,493,"['28', '35', '27', '9648', '878', '53']",43935,7.507999999999999,2011-11-01,4.4,243,90,Dylan Dog: Dead Of Night,20000000.0,1186538.0,6093725.0,-13906275,30.468625,"['Action', 'Comedy', 'Horror', 'Mystery', 'ScienceFiction', 'Thriller']",Action,Comedy,Horror,Mystery,ScienceFiction,Thriller,
485,494,"['18', '28', '53', '80', '10752']",62630,7.505,2011-07-29,6.7,291,23,The Devil'S Double,19100000.0,1361512.0,5965646.0,-13134354,31.23374869109948,"['Drama', 'Action', 'Thriller', 'Crime', 'War']",Drama,Action,Thriller,Crime,War,,
486,495,"['35', '18', '10749']",45658,7.492999999999999,2011-05-13,6.0,301,50,Everything Must Go,5000000.0,2712131.0,2821010.0,-2178990,56.4202,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,
487,496,"['28', '53']",48340,7.457000000000001,2011-02-04,5.9,515,45,Sanctum,30000000.0,23209310.0,108957098.0,78957098,363.1903266666667,"['Action', 'Thriller']",Action,Thriller,,,,,
488,497,"['18', '35', '10749']",49020,7.412000000000001,2011-06-03,7.4,770,9,Submarine,1900000.0,467602.0,4581937.0,2681937,241.1545789473684,"['Drama', 'Comedy', 'Romance']",Drama,Comedy,Romance,,,,
489,498,['18'],72213,7.406000000000001,2011-09-30,7.0,128,87,Courageous,2000000.0,34522221.0,35185884.0,33185884,1759.2942,['Drama'],Drama,,,,,,
490,499,['18'],50780,7.357,2011-05-05,6.3,464,79,The Beaver,21000000.0,970816.0,5046038.0,-15953962,24.02875238095238,['Drama'],Drama,,,,,,
491,500,"['14', '878', '27']",50037,7.331,2011-09-24,5.9,150,100,Beyond The Black Rainbow,1100000.0,56491.0,56491.0,-1043509,5.135545454545454,"['Fantasy', 'ScienceFiction', 'Horror']",Fantasy,ScienceFiction,Horror,,,,
492,501,"['18', '10749']",47760,7.268,2011-09-16,6.4,258,25,Restless,8000000.0,163753.0,2772511.0,-5227489,34.6563875,"['Drama', 'Romance']",Drama,Romance,,,,,
493,502,"['35', '10749', '18']",59861,7.261,2011-06-30,5.8,676,25,Larry Crowne,30000000.0,35608245.0,61449135.0,31449135,204.83045,"['Comedy', 'Romance', 'Drama']",Comedy,Romance,Drama,,,,
494,503,"['878', '18', '9648', '53']",86812,7.212000000000001,2011-01-22,6.4,169,68,Sound Of My Voice,135000.0,408015.0,429448.0,294448,318.1096296296296,"['ScienceFiction', 'Drama', 'Mystery', 'Thriller']",ScienceFiction,Drama,Mystery,Thriller,,,
495,504,"['28', '80', '53', '18']",51209,7.13,2011-03-11,6.9,274,32,Kill The Irishman,12000000.0,1188194.0,1188194.0,-10811806,9.901616666666667,"['Action', 'Crime', 'Thriller', 'Drama']",Action,Crime,Thriller,Drama,,,
496,505,['35'],67911,7.109,2011-09-09,4.2,79,78,Bucky Larson: Born To Be A Star,10000000.0,2529395.0,2529395.0,-7470605,25.29395,['Comedy'],Comedy,,,,,,
497,506,"['27', '9648']",92182,7.079,2011-01-21,5.2,184,97,Silent House,2000000.0,12739737.0,16610760.0,14610760,830.538,"['Horror', 'Mystery']",Horror,Mystery,,,,,
498,507,['35'],73937,7.077000000000001,2011-10-14,5.8,393,74,The Big Year,41000000.0,7204138.0,7684524.0,-33315476,18.74274146341463,['Comedy'],Comedy,,,,,,
499,508,"['18', '10752']",45054,7.058,2011-05-06,5.1,93,21,There Be Dragons,36000000.0,1069334.0,4020990.0,-31979010,11.169416666666669,"['Drama', 'War']",Drama,War,,,,,
500,509,"['35', '10749']",51588,6.9110000000000005,2011-04-29,6.0,276,97,Prom,8000000.0,10130219.0,10763183.0,2763183,134.5397875,"['Comedy', 'Romance']",Comedy,Romance,,,,,
501,510,"['9648', '878', '53']",98568,6.899,2011-10-22,6.7,83,73,Enter Nowhere,500000.0,0.0,0.0,-500000,0.0,"['Mystery', 'ScienceFiction', 'Thriller']",Mystery,ScienceFiction,Thriller,,,,
502,511,"['35', '99']",74510,6.558,2011-09-09,7.4,76,75,Kevin Hart: Laugh At My Pain,750000.0,7706436.0,7712436.0,6962436,1028.3248,"['Comedy', 'Documentary']",Comedy,Documentary,,,,,
503,512,"['35', '53', '28', '18']",51995,6.507000000000001,2011-07-15,5.4,38,31,Salvation Boulevard,5500000.0,28468.0,28468.0,-5471532,0.5176000000000001,"['Comedy', 'Thriller', 'Action', 'Drama']",Comedy,Thriller,Action,Drama,,,
504,513,"['80', '18', '36']",60309,6.492999999999999,2011-04-15,6.5,226,80,The Conspirator,25000000.0,11538204.0,15907411.0,-9092589,63.629644,"['Crime', 'Drama', 'History']",Crime,Drama,History,,,,
505,514,['18'],73873,6.277,2011-12-21,6.3,227,67,Albert Nobbs,7500000.0,3014696.0,8539003.0,1039003,113.85337333333334,['Drama'],Drama,,,,,,
506,515,"['28', '53']",58626,6.2410000000000005,2011-04-03,5.4,116,95,The Hit List,6000000.0,0.0,0.0,-6000000,0.0,"['Action', 'Thriller']",Action,Thriller,,,,,
507,516,"['18', '10749']",55787,6.209,2011-04-22,6.9,1627,63,Water For Elephants,38000000.0,58709717.0,116809717.0,78809717,307.3939921052632,"['Drama', 'Romance']",Drama,Romance,,,,,
508,517,"['18', '36', '10752']",43418,6.067,2011-06-28,7.0,66,20,Beneath Hill 60,9000000.0,0.0,3440939.0,-5559061,38.23265555555555,"['Drama', 'History', 'War']",Drama,History,War,,,,
509,518,"['28', '53', '80']",61404,6.021,2011-07-29,6.6,230,69,Point Blank,3000000.0,0.0,0.0,-3000000,0.0,"['Action', 'Thriller', 'Crime']",Action,Thriller,Crime,,,,
510,519,"['18', '35']",73532,5.973,2011-10-21,6.9,169,29,Le Havre,5500000.0,611709.0,13480196.0,7980196,245.09447272727272,"['Drama', 'Comedy']",Drama,Comedy,,,,,
511,520,['18'],55720,5.885,2011-06-24,7.1,97,84,A Better Life,10000000.0,1759252.0,1884251.0,-8115749,18.84251,['Drama'],Drama,,,,,,
513,522,"['99', '18']",84404,5.877000000000001,2011-04-23,7.2,93,79,Bully,2100000.0,881824.0,1381824.0,-718176,65.80114285714286,"['Documentary', 'Drama']",Documentary,Drama,,,,,
514,523,['18'],59437,5.872000000000001,2011-06-03,6.0,47,95,Beautiful Boy,25000000.0,7634767.0,13031424.0,-11968576,52.125696,['Drama'],Drama,,,,,,
515,524,['18'],451915,17.409000000000002,2018-10-12,7.6,500,95,Beautiful Boy,25000000.0,7634767.0,13031424.0,-11968576,52.125696,['Drama'],Drama,,,,,,
516,525,['18'],71866,5.821000000000001,2011-09-09,5.9,66,54,Tanner Hall,3000000.0,5073.0,5073.0,-2994927,0.1691,['Drama'],Drama,,,,,,
517,526,"['18', '10749', '10402']",93188,5.599,2011-08-17,6.7,31,65,Beloved,53000000.0,22852487.0,22852487.0,-30147513,43.1179,"['Drama', 'Romance', 'Music']",Drama,Romance,Music,,,,
518,527,"['35', '18']",60422,5.473,2011-11-18,6.1,60,52,Another Happy Day,4000000.0,9120.0,978527.0,-3021473,24.463175,"['Comedy', 'Drama']",Comedy,Drama,,,,,
519,528,"['28', '878', '12']",38356,5.339,2011-06-28,6.1,4961,64,Transformers: Dark Of The Moon,195000000.0,352390543.0,1123790543.0,928790543,576.3028425641025,"['Action', 'ScienceFiction', 'Adventure']",Action,ScienceFiction,Adventure,,,,
520,529,['35'],91070,5.334,2011-06-18,5.3,91,34,L!Fe Happens,930000.0,30905.0,30905.0,-899095,3.323118279569892,['Comedy'],Comedy,,,,,,
521,530,['18'],7353,5.121,2011-10-11,6.3,96,34,Fireflies In The Garden,8000000.0,36884.0,3587191.0,-4412809,44.8398875,['Drama'],Drama,,,,,,
522,531,['27'],73963,5.121,2011-09-09,4.1,23,38,Creature,3000000.0,331000.0,331000.0,-2669000,11.033333333333331,['Horror'],Horror,,,,,,
523,532,"['18', '10749', '10752']",79777,5.099,2011-12-23,6.1,83,10,In The Land Of Blood And Honey,13000000.0,303877.0,509193.0,-12490807,3.916869230769231,"['Drama', 'Romance', 'War']",Drama,Romance,War,,,,
524,533,['18'],83860,4.835,2011-10-30,6.8,56,35,October Baby,1000000.0,5355847.0,5391992.0,4391992,539.1992,['Drama'],Drama,,,,,,
525,534,"['18', '80']",70877,4.758,2011-09-27,4.4,18,98,Inside Out,175000000.0,356461711.0,854235992.0,679235992,488.13485257142855,"['Drama', 'Crime']",Drama,Crime,,,,,
526,535,"['18', '35', '16', '10751']",150540,24.797,2015-06-19,8.0,12691,98,Inside Out,175000000.0,356461711.0,854235992.0,679235992,488.13485257142855,"['Drama', 'Comedy', 'Animation', 'Family']",Drama,Comedy,Animation,Family,,,
527,536,"['18', '53', '80']",62728,4.749,2011-08-26,6.0,57,11,Brighton Rock,11000000.0,229653.0,229653.0,-10770347,2.0877545454545454,"['Drama', 'Thriller', 'Crime']",Drama,Thriller,Crime,,,,
528,537,"['18', '53']",50875,4.545,2011-08-26,5.9,21,25,Higher Ground,1800000.0,841056.0,842693.0,-957307,46.81627777777778,"['Drama', 'Thriller']",Drama,Thriller,,,,,
529,538,"['18', '36']",58882,4.519,2011-07-15,5.9,39,70,Snow Flower And The Secret Fan,6000000.0,1348205.0,11348205.0,5348205,189.13675,"['Drama', 'History']",Drama,History,,,,,
530,539,"['35', '18']",54662,3.836,2011-07-29,5.8,38,62,The Future,1000000.0,568662.0,1239174.0,239174,123.9174,"['Comedy', 'Drama']",Comedy,Drama,,,,,
531,540,['18'],153774,2.336,2013-09-06,5.8,11,62,The Future,1000000.0,568662.0,1239174.0,239174,123.9174,['Drama'],Drama,,,,,,
532,541,"['10749', '35', '18']",66942,3.519,2011-08-19,6.0,44,81,Griff The Invisible,2900000.0,20778.0,25935.0,-2874065,0.8943103448275862,"['Romance', 'Comedy', 'Drama']",Romance,Comedy,Drama,,,,
533,542,"['28', '35', '27']",63350,3.1860000000000004,2011-06-19,5.9,37,24,Father'S Day,85000000.0,28681080.0,35681080.0,-49318920,41.97774117647059,"['Action', 'Comedy', 'Horror']",Action,Comedy,Horror,,,,
534,543,['18'],60421,2.86,2011-08-26,6.9,45,41,Circumstance,900000.0,454121.0,958978.0,58978,106.55311111111112,['Drama'],Drama,,,,,,
536,545,"['878', '28']",335983,44.007,2018-10-05,6.6,6206,3,Venom,116000000.0,213511408.0,853628605.0,737628605,735.8867284482758,"['ScienceFiction', 'Action']",ScienceFiction,Action,,,,,
537,546,['18'],86549,2.4330000000000003,2011-06-09,6.6,19,40,August,3400000.0,12636.0,12636.0,-3387364,0.3716470588235294,['Drama'],Drama,,,,,,
539,548,"['28', '53']",86709,2.394,2011-06-07,4.4,11,66,Last Man Standing,67000000.0,18115927.0,18115927.0,-48884073,27.03869701492537,"['Action', 'Thriller']",Action,Thriller,,,,,
541,550,"['35', '10749']",68202,2.312,2011-06-29,4.5,13,14,Without Men,4700000.0,0.0,0.0,-4700000,0.0,"['Comedy', 'Romance']",Comedy,Romance,,,,,
542,551,['18'],44160,2.2880000000000003,2011-03-25,7.1,39,92,Honey,18000000.0,30272254.0,62646763.0,44646763,348.0375722222222,['Drama'],Drama,,,,,,
544,553,['18'],54897,2.142,2011-02-25,6.5,18,18,The Grace Card,200000.0,2430735.0,2430735.0,2230735,1215.3675,['Drama'],Drama,,,,,,
545,554,"['28', '53', '80']",51497,2.097,2011-04-28,7.2,4294,67,Fast Five,125000000.0,210031325.0,630163454.0,505163454,504.1307632,"['Action', 'Thriller', 'Crime']",Action,Thriller,Crime,,,,
546,555,"['28', '16']",86841,2.0580000000000003,2011-01-18,5.1,11,42,Black Panther,200000000.0,700059566.0,1348258224.0,1148258224,674.129112,"['Action', 'Animation']",Action,Animation,,,,,
547,556,"['28', '12', '14', '878']",284054,44.14,2018-02-16,7.4,12365,42,Black Panther,200000000.0,700059566.0,1348258224.0,1148258224,674.129112,"['Action', 'Adventure', 'Fantasy', 'ScienceFiction']",Action,Adventure,Fantasy,ScienceFiction,,,
548,557,"['53', '27']",107315,2.027,2011-10-22,5.2,17,83,Below Zero,1200000.0,0.0,0.0,-1200000,0.0,"['Thriller', 'Horror']",Thriller,Horror,,,,,
550,559,['35'],85860,2.007,2011-03-13,5.4,16,12,The Fp,60000.0,0.0,0.0,-60000,0.0,['Comedy'],Comedy,,,,,,
552,561,"['80', '35', '28']",112205,11.571,2013-09-13,6.2,1647,22,The Family,30000000.0,36918811.0,51078541.0,21078541,170.26180333333335,"['Crime', 'Comedy', 'Action']",Crime,Comedy,Action,,,,
555,564,"['80', '53']",91926,1.937,2011-10-15,5.6,18,16,Crawl,17000000.0,0.0,0.0,-17000000,0.0,"['Crime', 'Thriller']",Crime,Thriller,,,,,
557,566,"['14', '18']",182972,2.457,2014-05-23,7.6,47,73,Cargo,4200000.0,0.0,313230.0,-3886770,7.457857142857143,"['Fantasy', 'Drama']",Fantasy,Drama,,,,,
559,568,"['18', '53', '12', '27']",425972,12.552,2018-04-19,6.3,724,73,Cargo,4200000.0,0.0,313230.0,-3886770,7.457857142857143,"['Drama', 'Thriller', 'Adventure', 'Horror']",Drama,Thriller,Adventure,Horror,,,
560,569,"['10749', '18', '35']",62976,1.917,2011-02-04,6.6,13,72,What Women Want,65000000.0,182805123.0,374105123.0,309105123,575.5463430769231,"['Romance', 'Drama', 'Comedy']",Romance,Drama,Comedy,,,,
561,570,"['18', '9648']",79580,1.823,2011-11-11,5.4,11,44,Home,130000000.0,177397510.0,385997896.0,255997896,296.92145846153846,"['Drama', 'Mystery']",Drama,Mystery,,,,,
562,572,"['14', '35', '16', '878', '10751']",228161,12.835,2015-03-27,6.8,2372,44,Home,130000000.0,177397510.0,385997896.0,255997896,296.92145846153846,"['Fantasy', 'Comedy', 'Animation', 'ScienceFiction', 'Family']",Fantasy,Comedy,Animation,ScienceFiction,Family,,
563,575,"['27', '18', '10751']",381507,0.6,2016-03-01,4.7,14,44,Home,130000000.0,177397510.0,385997896.0,255997896,296.92145846153846,"['Horror', 'Drama', 'Family']",Horror,Drama,Family,,,,
569,581,['27'],103620,6.666,2013-06-21,6.0,471,28,Maniac,350000.0,10000000.0,10000000.0,9650000,2857.1428571428573,['Horror'],Horror,,,,,,
570,582,"['18', '28', '80']",63006,1.491,2011-04-22,5.4,16,46,Dum Maaro Dum,5200000.0,564489.0,11633427.0,6433427,223.71975,"['Drama', 'Action', 'Crime']",Drama,Action,Crime,,,,
571,583,"['28', '878', '12']",49538,1.4469999999999998,2011-06-03,7.2,8211,42,X-Men: First Class,160000000.0,146408305.0,355408305.0,195408305,222.130190625,"['Action', 'ScienceFiction', 'Adventure']",Action,ScienceFiction,Adventure,,,,
578,590,"['35', '18', '10749']",38415,1.142,2011-09-13,5.7,12,80,Bran Nue Dae,6750000.0,113568.0,6812530.0,62530,100.92637037037038,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,
581,593,"['27', '53', '9648']",329440,10.069,2016-01-08,5.0,957,92,The Forest,10000000.0,26594261.0,40749230.0,30749230,407.4923,"['Horror', 'Thriller', 'Mystery']",Horror,Thriller,Mystery,,,,
