,index,genre_ids,id_x,popularity,release_date_x,vote_average,vote_count,id_y,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,release_year,genre,main_genre,genre2,genre3,genre4,genre5,genre6,genre7,release_month
483,632,"['18', '53']",115348,7.673999999999999,2013-08-16,5.7,518,19,Paranoia,40.0,7388654.0,16340767.0,-23.659233,40.8519175,2013,"['Drama', 'Thriller']",Drama,Thriller,,,,,,8
484,635,"['27', '53', '9648']",82507,13.117,2012-10-12,6.8,2935,69,Sinister,3.0,48086903.0,87727807.0,84.727807,2924.2602333333334,2012,"['Horror', 'Thriller', 'Mystery']",Horror,Thriller,Mystery,,,,,10
485,637,"['53', '18']",134411,16.673,2013-02-22,5.9,1493,26,Snitch,15.0,42930462.0,57907734.0,42.907734,386.05156,2013,"['Thriller', 'Drama']",Thriller,Drama,,,,,,2
486,638,"['878', '28', '12']",24428,50.289,2012-05-04,7.6,19673,27,The Avengers,225.0,623279547.0,1517935897.0,1292.935897,674.6381764444444,2012,"['ScienceFiction', 'Action', 'Adventure']",ScienceFiction,Action,Adventure,,,,,5
487,639,"['12', '14', '28']",49051,26.939,2012-12-14,7.2,12076,19,The Hobbit: An Unexpected Journey,250.0,303003568.0,1017003568.0,767.003568,406.8014272,2012,"['Adventure', 'Fantasy', 'Action']",Adventure,Fantasy,Action,,,,,12
488,640,"['10749', '10751', '16', '14']",10020,26.701,2012-01-13,7.7,5730,35,Beauty And The Beast,160.0,504014165.0,1259199706.0,1099.199706,786.99981625,2012,"['Romance', 'Family', 'Animation', 'Fantasy']",Romance,Family,Animation,Fantasy,,,,1
489,641,"['14', '10749']",197796,7.362999999999999,2014-06-09,5.9,1272,35,Beauty And The Beast,160.0,504014165.0,1259199706.0,1099.199706,786.99981625,2014,"['Fantasy', 'Romance']",Fantasy,Romance,,,,,,6
490,642,"['10751', '14', '10749']",321612,31.793000000000003,2017-03-17,6.9,11023,35,Beauty And The Beast,160.0,504014165.0,1259199706.0,1099.199706,786.99981625,2017,"['Family', 'Fantasy', 'Romance']",Family,Fantasy,Romance,,,,,3
491,643,"['28', '80', '18', '53']",49026,26.22,2012-07-20,7.7,13933,11,The Dark Knight Rises,275.0,448139099.0,1084439099.0,809.439099,394.3414905454545,2012,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,,7
492,644,"['28', '35', '878']",41154,26.176,2012-05-25,6.4,6398,35,Men In Black 3,215.0,179020854.0,654213485.0,439.213485,304.2853418604651,2012,"['Action', 'Comedy', 'ScienceFiction']",Action,Comedy,ScienceFiction,,,,,5
493,645,"['878', '12', '9648']",70981,24.98,2012-06-08,6.4,7384,75,Prometheus,125.0,126477084.0,402448265.0,277.448265,321.958612,2012,"['ScienceFiction', 'Adventure', 'Mystery']",ScienceFiction,Adventure,Mystery,,,,,6
494,647,"['28', '12', '14']",1930,24.391,2012-07-04,6.5,10411,31,The Amazing Spider-Man,220.0,262030663.0,757890267.0,537.890267,344.4955759090909,2012,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,,7
495,648,"['10751', '16', '35', '12']",82690,22.967,2012-11-02,7.3,7780,31,Wreck-It Ralph,165.0,189412677.0,496511521.0,331.511521,300.9160733333333,2012,"['Family', 'Animation', 'Comedy', 'Adventure']",Family,Animation,Comedy,Adventure,,,,11
496,649,"['53', '28', '12', '878']",44833,21.742,2012-05-18,5.6,3240,32,Battleship,220.0,65233400.0,313477717.0,93.477717,142.48987136363635,2012,"['Thriller', 'Action', 'Adventure', 'ScienceFiction']",Thriller,Action,Adventure,ScienceFiction,,,,5
497,650,"['18', '37']",68718,21.26,2012-12-25,8.0,15725,69,Django Unchained,100.0,162805434.0,449948323.0,349.948323,449.948323,2012,"['Drama', 'Western']",Drama,Western,,,,,,12
498,651,"['12', '14', '18']",58595,21.233,2012-06-01,5.9,5258,19,Snow White And The Huntsman,170.0,155136755.0,401021746.0,231.021746,235.8951447058824,2012,"['Adventure', 'Fantasy', 'Drama']",Adventure,Fantasy,Drama,,,,,6
499,652,"['28', '12', '53']",37724,19.27,2012-11-09,7.1,10441,52,Skyfall,200.0,304360277.0,1110526981.0,910.526981,555.2634905,2012,"['Action', 'Adventure', 'Thriller']",Action,Adventure,Thriller,,,,,11
500,653,"['16', '10751', '35']",80321,18.705,2012-06-08,6.5,3380,97,Madagascar 3: Europe'S Most Wanted,145.0,216391482.0,746921271.0,601.921271,515.1181179310345,2012,"['Animation', 'Family', 'Comedy']",Animation,Family,Comedy,,,,,6
501,654,"['28', '12', '878']",49529,18.549,2012-03-09,6.1,3338,14,John Carter,275.0,73058679.0,282778100.0,7.7781,102.8284,2012,"['Action', 'Adventure', 'ScienceFiction']",Action,Adventure,ScienceFiction,,,,,3
502,655,"['80', '18', '53', '28']",75780,18.312,2012-12-21,6.4,4155,68,Jack Reacher,60.0,80070736.0,217370736.0,157.370736,362.28456,2012,"['Crime', 'Drama', 'Thriller', 'Action']",Crime,Drama,Thriller,Action,,,,12
503,656,"['28', '53']",49040,18.05,2012-08-10,6.1,3630,76,The Bourne Legacy,125.0,113203870.0,280355920.0,155.35592,224.284736,2012,"['Action', 'Thriller']",Action,Thriller,,,,,,8
504,658,"['16', '35', '12', '10751']",57800,17.537,2012-07-13,6.3,4598,14,Ice Age: Continental Drift,95.0,161321843.0,879765137.0,784.765137,926.068565263158,2012,"['Animation', 'Comedy', 'Adventure', 'Family']",Animation,Comedy,Adventure,Family,,,,7
505,659,"['28', '878', '12', '53']",64635,17.243,2012-08-03,5.9,3486,79,Total Recall,125.0,58877969.0,211856088.0,86.856088,169.4848704,2012,"['Action', 'ScienceFiction', 'Adventure', 'Thriller']",Action,ScienceFiction,Adventure,Thriller,,,,8
506,660,"['28', '12', '53']",76163,17.215999999999998,2012-08-17,6.2,4219,81,The Expendables 2,100.0,85028192.0,311979256.0,211.979256,311.979256,2012,"['Action', 'Adventure', 'Thriller']",Action,Adventure,Thriller,,,,,8
507,661,['35'],71552,17.199,2012-04-06,6.2,2679,26,American Reunion,50.0,56758835.0,236799211.0,186.799211,473.598422,2012,['Comedy'],Comedy,,,,,,,4
508,663,"['28', '53', '878']",59967,16.779,2012-09-28,6.8,6723,69,Looper,30.0,66486205.0,170466405.0,140.466405,568.2213499999999,2012,"['Action', 'Thriller', 'ScienceFiction']",Action,Thriller,ScienceFiction,,,,,9
509,664,"['28', '80', '53']",82675,16.078,2012-10-04,6.2,4035,54,Taken 2,45.0,139854287.0,377807404.0,332.807404,839.5720088888888,2012,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,10
510,665,"['18', '53']",68734,15.793,2012-10-12,7.2,5127,27,Argo,44.5,136025503.0,227140757.0,182.640757,510.42866741573033,2012,"['Drama', 'Thriller']",Drama,Thriller,,,,,,10
511,666,"['35', '14']",62213,15.75,2012-05-11,5.9,4197,89,Dark Shadows,150.0,79727149.0,238202668.0,88.202668,158.80177866666668,2012,"['Comedy', 'Fantasy']",Comedy,Fantasy,,,,,,5
512,667,"['28', '80', '53']",72387,15.622,2012-04-16,6.3,1248,78,Safe,33.0,17142080.0,41495213.0,8.495213,125.74306969696968,2012,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,4
513,668,['28'],97430,15.457,2012-11-02,5.3,573,79,The Man With The Iron Fists,15.0,15634090.0,22018988.0,7.018988,146.79325333333333,2012,['Action'],Action,,,,,,,11
514,669,"['18', '35', '10749']",82693,15.351,2012-12-25,7.1,7636,59,Silver Linings Playbook,21.0,132092958.0,236412453.0,215.412453,1125.7735857142857,2012,"['Drama', 'Comedy', 'Romance']",Drama,Comedy,Romance,,,,,12
515,670,"['16', '35', '10751', '14']",76492,15.318,2012-09-28,6.9,5013,96,Hotel Transylvania,85.0,148313048.0,378505812.0,293.505812,445.3009552941176,2012,"['Animation', 'Comedy', 'Family', 'Fantasy']",Animation,Comedy,Family,Fantasy,,,,9
516,671,['18'],84892,15.148,2012-09-21,7.8,5938,77,The Perks Of Being A Wallflower,13.0,17742948.0,33069303.0,20.069303,254.37925384615383,2012,['Drama'],Drama,,,,,,,9
517,672,"['12', '18', '28']",87827,15.0,2012-11-21,7.3,8723,88,Life Of Pi,120.0,124987022.0,620912003.0,500.912003,517.4266691666667,2012,"['Adventure', 'Drama', 'Action']",Adventure,Drama,Action,,,,,11
518,673,"['14', '12', '28']",57165,14.991,2012-03-29,5.6,2442,87,Wrath Of The Titans,150.0,83670083.0,305270083.0,155.270083,203.51338866666669,2012,"['Fantasy', 'Adventure', 'Action']",Fantasy,Adventure,Action,,,,,3
519,674,"['16', '10751', '14']",81188,14.934,2012-11-21,7.3,3697,2,Rise Of The Guardians,145.0,103412758.0,306900902.0,161.900902,211.6557944827586,2012,"['Animation', 'Family', 'Fantasy']",Animation,Family,Fantasy,,,,,11
520,675,"['28', '35', '80']",64688,14.836,2012-03-12,6.8,6527,44,21 Jump Street,42.0,138447667.0,202812429.0,160.812429,482.88673571428575,2012,"['Action', 'Comedy', 'Crime']",Action,Comedy,Crime,,,,,3
521,676,"['18', '878']",83542,14.681,2012-10-26,6.8,4505,63,Cloud Atlas,102.0,27108272.0,130673154.0,28.673154,128.11093529411767,2012,"['Drama', 'ScienceFiction']",Drama,ScienceFiction,,,,,,10
522,677,"['53', '18']",80278,14.66,2012-12-04,7.2,3614,100,The Impossible,40.0,19019882.0,169590606.0,129.590606,423.976515,2012,"['Thriller', 'Drama']",Thriller,Drama,,,,,,12
523,678,"['27', '53']",93856,14.658,2012-05-25,5.0,842,18,Chernobyl Diaries,1.0,18119640.0,42411721.0,41.411721,4241.1721,2012,"['Horror', 'Thriller']",Horror,Thriller,,,,,,5
524,679,"['16', '35', '10751']",62214,14.627,2012-10-05,6.8,1685,48,Frankenweenie,39.0,35287788.0,81150788.0,42.150788,208.0789435897436,2012,"['Animation', 'Comedy', 'Family']",Animation,Comedy,Family,,,,,10
525,680,"['35', '14']",72105,14.475,2012-06-29,6.3,7727,84,Ted,50.0,218665740.0,556016627.0,506.016627,1112.033254,2012,"['Comedy', 'Fantasy']",Comedy,Fantasy,,,,,,6
526,681,"['12', '28', '878']",72545,14.454,2012-02-10,5.9,2152,10,Journey 2: The Mysterious Island,79.0,103860290.0,318146162.0,239.146162,402.71666075949366,2012,"['Adventure', 'Action', 'ScienceFiction']",Adventure,Action,ScienceFiction,,,,,2
527,682,"['53', '18', '36']",97630,14.239,2012-12-19,6.9,2553,66,Zero Dark Thirty,52.5,95720716.0,134612435.0,82.112435,256.4046380952381,2012,"['Thriller', 'Drama', 'History']",Thriller,Drama,History,,,,,12
528,683,"['878', '12', '14']",70160,14.212,2012-03-23,7.1,14587,38,The Hunger Games,80.0,408010692.0,677923379.0,597.923379,847.40422375,2012,"['ScienceFiction', 'Adventure', 'Fantasy']",ScienceFiction,Adventure,Fantasy,,,,,3
529,684,"['35', '18', '10749']",83666,14.086,2012-05-25,7.7,3023,33,Moonrise Kingdom,16.0,45512466.0,68848446.0,52.848446,430.3027875,2012,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,5
530,685,"['10752', '28', '53', '878']",60747,13.904000000000002,2012-11-21,5.4,849,1,Red Dawn,65.0,44806783.0,48164150.0,-16.83585,74.0986923076923,2012,"['War', 'Action', 'Thriller', 'ScienceFiction']",War,Action,Thriller,ScienceFiction,,,,11
531,686,"['35', '10402', '10749']",114150,13.886,2012-09-28,7.3,4233,75,Pitch Perfect,17.0,65001093.0,116044347.0,99.044347,682.613805882353,2012,"['Comedy', 'Music', 'Romance']",Comedy,Music,Romance,,,,,9
532,687,"['80', '18', '53']",73567,13.742,2012-07-27,6.5,703,90,Killer Joe,10.0,1291645.0,4659110.0,-5.34089,46.5911,2012,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,7
533,688,"['18', '35']",77930,13.7,2012-06-29,6.1,1850,88,Magic Mike,7.0,113721571.0,170549753.0,163.549753,2436.4250428571427,2012,"['Drama', 'Comedy']",Drama,Comedy,,,,,,6
534,689,"['53', '27', '9648']",61012,13.681,2012-10-26,5.2,786,5,Silent Hill: Revelation 3D,20.0,17530219.0,55975672.0,35.975672,279.87836000000004,2012,"['Thriller', 'Horror', 'Mystery']",Thriller,Horror,Mystery,,,,,10
535,690,"['10751', '16', '12', '35']",77174,13.32,2012-08-17,6.8,1358,89,Paranorman,60.0,56003051.0,108119662.0,48.119662,180.19943666666663,2012,"['Family', 'Animation', 'Adventure', 'Comedy']",Family,Animation,Adventure,Comedy,,,,8
536,691,"['14', '28', '27']",52520,13.242,2012-01-19,6.2,2588,19,Underworld: Awakening,70.0,62321039.0,160379930.0,90.37993,229.11418571428567,2012,"['Fantasy', 'Action', 'Horror']",Fantasy,Action,Horror,,,,,1
537,692,"['28', '878']",49049,13.223,2012-09-21,6.7,2788,15,Dredd,45.0,13414714.0,41467606.0,-3.532394,92.15023555555555,2012,"['Action', 'ScienceFiction']",Action,ScienceFiction,,,,,,9
538,693,"['12', '35', '18', '10751', '14']",62764,13.220999999999998,2012-03-30,5.8,2099,7,Mirror Mirror,85.0,64935167.0,173613482.0,88.613482,204.25115529411767,2012,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",Adventure,Comedy,Drama,Family,Fantasy,,,3
539,694,"['80', '18', '53']",77016,13.152,2012-09-21,7.3,1770,29,End Of Watch,15.0,41003371.0,57586606.0,42.586606,383.9107066666666,2012,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,9
540,695,"['18', '10749']",77877,13.14,2012-04-20,6.9,2012,87,The Lucky One,25.0,60457138.0,96633833.0,71.633833,386.535332,2012,"['Drama', 'Romance']",Drama,Romance,,,,,,4
541,696,"['28', '53']",59961,13.116,2012-02-10,6.4,1997,99,Safe House,85.0,126181630.0,208542162.0,123.542162,245.34372,2012,"['Action', 'Thriller']",Action,Thriller,,,,,,2
542,697,"['18', '10749']",72570,13.046,2012-02-10,7.1,2409,42,The Vow,30.0,125014030.0,197618160.0,167.61816,658.7271999999999,2012,"['Drama', 'Romance']",Drama,Romance,,,,,,2
543,698,['18'],68722,12.829,2012-09-14,7.1,1323,87,The Master,37.5,16247159.0,50647416.0,13.147416,135.059776,2012,['Drama'],Drama,,,,,,,9
544,700,['35'],87428,12.817,2012-06-15,5.5,831,71,That'S My Boy,57.5,36931089.0,58085235.0,0.585235,101.0178,2012,['Comedy'],Comedy,,,,,,,6
545,701,"['18', '27', '53']",65086,12.781,2012-02-03,6.1,2122,18,The Woman In Black,15.0,54333290.0,128955898.0,113.955898,859.7059866666667,2012,"['Drama', 'Horror', 'Thriller']",Drama,Horror,Thriller,,,,,2
546,702,"['36', '18']",72976,12.693,2012-11-16,6.8,2261,73,Lincoln,65.0,182207973.0,273346281.0,208.346281,420.53274,2012,"['History', 'Drama']",History,Drama,,,,,,11
547,703,['35'],76493,12.592,2012-05-16,6.0,3042,96,The Dictator,65.0,59650222.0,180148897.0,115.148897,277.1521492307692,2012,['Comedy'],Comedy,,,,,,,5
548,704,"['878', '18', '53']",76726,12.556,2012-02-02,6.7,3084,55,Chronicle,12.0,64575175.0,123681790.0,111.68179,1030.6815833333333,2012,"['ScienceFiction', 'Drama', 'Thriller']",ScienceFiction,Drama,Thriller,,,,,2
549,705,"['28', '14', '27']",72331,12.498,2012-06-22,5.6,2009,65,Abraham Lincoln: Vampire Hunter,67.5,37519139.0,137489730.0,69.98973,203.68848888888888,2012,"['Action', 'Fantasy', 'Horror']",Action,Fantasy,Horror,,,,,6
550,706,"['80', '28', '53']",49526,12.484000000000002,2012-08-24,6.2,1244,10,Premium Rush,35.0,20275446.0,31393201.0,-3.606799,89.69486,2012,"['Crime', 'Action', 'Thriller']",Crime,Action,Thriller,,,,,8
551,707,"['18', '35', '10749']",80271,12.43,2012-05-04,6.1,1810,14,Lol,11.0,0.0,10431506.0,-0.568494,94.83187272727272,2012,"['Drama', 'Comedy', 'Romance']",Drama,Comedy,Romance,,,,,5
552,708,"['53', '28', '18', '80']",77866,12.357,2012-01-13,6.2,1114,85,Contraband,25.0,66528000.0,98406855.0,73.406855,393.62742,2012,"['Thriller', 'Action', 'Drama', 'Crime']",Thriller,Action,Drama,Crime,,,,1
553,709,"['10749', '35', '18']",76494,12.27,2012-05-18,5.9,1130,86,What To Expect When You'Re Expecting,37.5,41152203.0,88473016.0,50.973016,235.92804266666664,2012,"['Romance', 'Comedy', 'Drama']",Romance,Comedy,Drama,,,,,5
554,710,"['28', '53', '10752']",75674,12.197,2012-02-24,6.3,583,52,Act Of Valor,12.0,70012847.0,82497035.0,70.497035,687.4752916666667,2012,"['Action', 'Thriller', 'War']",Action,Thriller,War,,,,,2
555,711,"['80', '18']",82633,12.147,2012-08-29,7.0,1660,38,Lawless,26.0,37397291.0,54393687.0,28.393687,209.20648846153847,2012,"['Crime', 'Drama']",Crime,Drama,,,,,,8
556,712,"['18', '53']",60599,12.14,2012-09-14,6.2,459,9,Arbitrage,12.0,7919574.0,35830713.0,23.830713,298.589275,2012,"['Drama', 'Thriller']",Drama,Thriller,,,,,,9
557,713,"['28', '35', '10749']",59962,12.017,2012-02-17,6.0,2096,98,This Means War,65.0,54760791.0,156974557.0,91.974557,241.49931846153848,2012,"['Action', 'Comedy', 'Romance']",Action,Comedy,Romance,,,,,2
558,714,['18'],87502,11.692,2012-11-02,6.7,3582,23,Flight,31.0,93772375.0,160558438.0,129.558438,517.9304451612903,2012,['Drama'],Drama,,,,,,,11
559,715,"['35', '18', '10402', '10749']",80585,11.369000000000002,2012-06-15,6.1,686,29,Rock Of Ages,70.0,38518613.0,61031932.0,-8.968068,87.18847428571429,2012,"['Comedy', 'Drama', 'Music', 'Romance']",Comedy,Drama,Music,Romance,,,,6
560,716,"['35', '10751']",82650,11.36,2012-08-03,6.2,440,17,Diary Of A Wimpy Kid: Dog Days,22.0,49008662.0,77229695.0,55.229695,351.0440681818182,2012,"['Comedy', 'Family']",Comedy,Family,,,,,,8
561,717,"['80', '53']",64689,11.298,2012-11-30,6.0,1105,82,Killing Them Softly,15.0,14945541.0,39238443.0,24.238443,261.58962,2012,"['Crime', 'Thriller']",Crime,Thriller,,,,,,11
562,718,"['28', '53', '878']",81796,11.273,2012-04-13,5.9,1004,22,Lockout,20.0,14326865.0,33943049.0,13.943049,169.71524499999998,2012,"['Action', 'Thriller', 'ScienceFiction']",Action,Thriller,ScienceFiction,,,,,4
563,719,"['28', '53', '80']",49527,11.263,2012-01-27,6.3,1460,64,Man On A Ledge,42.0,18620000.0,49621440.0,7.62144,118.14628571428572,2012,"['Action', 'Thriller', 'Crime']",Action,Thriller,Crime,,,,,1
564,720,"['18', '35', '10749']",84199,11.25,2012-10-19,7.0,1426,67,The First Time,2.0,17061.0,17061.0,-1.982939,0.85305,2012,"['Drama', 'Comedy', 'Romance']",Drama,Comedy,Romance,,,,,10
565,721,"['53', '80', '18']",68812,11.248,2012-09-01,6.5,562,81,The Iceman,10.0,1930282.0,3623609.0,-6.376391,36.23609,2012,"['Thriller', 'Crime', 'Drama']",Thriller,Crime,Drama,,,,,9
566,722,"['35', '80']",86838,10.967,2012-10-12,6.8,2109,36,Seven Psychopaths,13.5,15024049.0,33035736.0,19.535736,244.7091555555556,2012,"['Comedy', 'Crime']",Comedy,Crime,,,,,,10
567,723,"['10402', '18', '10749']",85446,10.925,2012-07-27,6.8,1252,74,Step Up Revolution,33.0,35074677.0,165552290.0,132.55229,501.67360606060606,2012,"['Music', 'Drama', 'Romance']",Music,Drama,Romance,,,,,7
568,725,"['10749', '35']",72207,10.729,2012-04-27,5.8,742,37,The Five-Year Engagement,30.0,28700285.0,61623819.0,31.623819,205.41273,2012,"['Romance', 'Comedy']",Romance,Comedy,,,,,,4
569,726,"['18', '10749']",86837,10.705,2012-12-19,7.7,746,51,Amour,9.7,6738954.0,36787044.0,27.087044,379.24787628865977,2012,"['Drama', 'Romance']",Drama,Romance,,,,,,12
570,727,['35'],77953,10.265999999999998,2012-08-10,5.7,982,18,The Campaign,95.0,86907746.0,104907746.0,9.907746,110.42920631578949,2012,['Comedy'],Comedy,,,,,,,8
571,728,"['28', '35']",87826,10.265,2012-10-12,6.0,812,52,Here Comes The Boom,42.0,45290318.0,73239258.0,31.239258,174.3791857142857,2012,"['Action', 'Comedy']",Action,Comedy,,,,,,10
572,729,"['18', '28', '12', '36', '10752']",72431,10.247,2012-01-11,6.0,256,61,Red Tails,58.0,49876377.0,50365498.0,-7.634502,86.83706551724137,2012,"['Drama', 'Action', 'Adventure', 'History', 'War']",Drama,Action,Adventure,History,War,,,1
573,730,"['28', '35', '878']",80035,10.228,2012-07-27,5.4,1356,27,The Watch,55.0,34353000.0,67130045.0,12.130045,122.05462727272727,2012,"['Action', 'Comedy', 'ScienceFiction']",Action,Comedy,ScienceFiction,,,,,7
574,731,['35'],88042,10.124,2012-12-25,5.8,276,79,Parental Guidance,25.0,77267296.0,120832383.0,95.832383,483.329532,2012,['Comedy'],Comedy,,,,,,,12
575,732,"['18', '10749']",96724,9.987,2012-11-16,6.7,1265,13,Anna Karenina,49.0,12816367.0,71004627.0,22.004627,144.90740204081632,2012,"['Drama', 'Romance']",Drama,Romance,,,,,,11
576,733,"['28', '53', '80', '9648']",94348,9.962,2012-10-18,5.1,424,100,Alex Cross,35.0,25888412.0,35426759.0,0.426759,101.21931142857144,2012,"['Action', 'Thriller', 'Crime', 'Mystery']",Action,Thriller,Crime,Mystery,,,,10
577,734,"['35', '10749']",50647,9.896,2012-02-24,5.4,693,88,Wanderlust,32.5,17288155.0,24159934.0,-8.340066,74.33825846153846,2012,"['Comedy', 'Romance']",Comedy,Romance,,,,,,2
578,736,"['28', '80', '53']",127493,9.813,2012-09-14,5.3,559,53,Stolen,35.0,289773.0,17967746.0,-17.032254,51.33641714285714,2012,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,9
579,737,"['35', '80']",57214,9.715,2012-03-02,6.4,2968,58,Project X,12.0,54731865.0,103028188.0,91.028188,858.5682333333333,2012,"['Comedy', 'Crime']",Comedy,Crime,,,,,,3
580,739,"['10749', '35', '18']",81836,9.563,2012-06-22,5.7,1097,58,To Rome With Love,21.5,16684352.0,74326015.0,52.826015,345.70239534883723,2012,"['Romance', 'Comedy', 'Drama']",Romance,Comedy,Drama,,,,,6
581,740,"['80', '18', '53']",97614,9.491,2012-12-07,5.9,357,83,Deadfall,6.0,66351.0,1673635.0,-4.326365,27.89391666666667,2012,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,12
582,741,"['35', '18']",121986,9.42,2013-05-17,7.4,624,14,Frances Ha,3.0,4067398.0,11262769.0,8.262769,375.4256333333333,2013,"['Comedy', 'Drama']",Comedy,Drama,,,,,,5
583,742,['35'],76489,9.358,2012-04-13,5.1,215,4,The Three Stooges,30.0,44338224.0,54052249.0,24.052249,180.17416333333333,2012,['Comedy'],Comedy,,,,,,,4
584,743,"['14', '18', '35', '10751']",71864,9.216,2012-08-15,6.7,605,36,The Odd Life Of Timothy Green,40.0,51853450.0,55249159.0,15.249159,138.1228975,2012,"['Fantasy', 'Drama', 'Comedy', 'Family']",Fantasy,Drama,Comedy,Family,,,,8
585,744,"['35', '10749', '878', '18']",84332,9.214,2012-06-08,6.9,792,77,Safety Not Guaranteed,0.75,4010957.0,4422318.0,3.672318,589.6424,2012,"['Comedy', 'Romance', 'ScienceFiction', 'Drama']",Comedy,Romance,ScienceFiction,Drama,,,,6
586,745,['18'],98548,9.078,2012-06-29,6.8,360,60,People Like Us,16.0,12431792.0,12617472.0,-3.382528,78.8592,2012,['Drama'],Drama,,,,,,,6
587,746,"['27', '53']",134597,9.059,2012-09-21,6.1,465,52,The Collection,10.0,6810754.0,8890094.0,-1.109906,88.90093999999999,2012,"['Horror', 'Thriller']",Horror,Thriller,,,,,,9
588,748,"['27', '53']",77883,8.978,2012-08-31,5.9,918,81,The Possession,14.0,49130588.0,82925064.0,68.925064,592.3218857142857,2012,"['Horror', 'Thriller']",Horror,Thriller,,,,,,8
589,749,"['28', '53', '9648']",77948,8.974,2012-09-06,5.1,463,78,The Cold Light Of Day,20.0,3763583.0,25361206.0,5.361206,126.80603,2012,"['Action', 'Thriller', 'Mystery']",Action,Thriller,Mystery,,,,,9
590,750,['27'],82990,8.965,2012-10-19,5.4,1026,59,Paranormal Activity 4,5.0,53900335.0,142817992.0,137.817992,2856.35984,2012,['Horror'],Horror,,,,,,,10
591,751,['35'],82687,8.939,2012-12-19,5.4,403,59,The Guilt Trip,40.0,37134215.0,41294674.0,1.294674,103.236685,2012,['Comedy'],Comedy,,,,,,,12
592,752,"['12', '18']",83770,8.919,2012-12-21,5.6,518,17,On The Road,25.0,720828.0,9313302.0,-15.686698,37.253208,2012,"['Adventure', 'Drama']",Adventure,Drama,,,,,,12
593,754,"['27', '53']",82505,8.72,2012-09-21,5.8,1033,73,House At The End Of The Street,6.9,31611916.0,44103982.0,37.203982,639.1881449275362,2012,"['Horror', 'Thriller']",Horror,Thriller,,,,,,9
594,755,['18'],133694,8.702,2012-12-28,6.2,378,13,Promised Land,15.0,7597898.0,12394562.0,-2.605438,82.63041333333334,2012,['Drama'],Drama,,,,,,,12
595,756,"['18', '35']",74534,8.665,2012-05-25,6.9,756,55,The Best Exotic Marigold Hotel,10.0,46383639.0,134639780.0,124.63978,1346.3978,2012,"['Drama', 'Comedy']",Drama,Comedy,,,,,,5
596,757,['99'],123678,8.63,2012-08-31,7.8,326,66,The Act Of Killing,1.0,486919.0,1227316.0,0.227316,122.7316,2012,['Documentary'],Documentary,,,,,,,8
597,758,"['28', '35', '80']",54054,8.62,2012-01-27,5.5,615,59,One For The Money,42.0,26414527.0,36197221.0,-5.802779,86.18385952380953,2012,"['Action', 'Comedy', 'Crime']",Action,Comedy,Crime,,,,,1
598,759,"['18', '10749']",87825,8.548,2012-09-21,6.7,613,18,Trouble With The Curve,60.0,35763137.0,47818913.0,-12.181087,79.69818833333333,2012,"['Drama', 'Romance']",Drama,Romance,,,,,,9
599,760,"['18', '35', '10749']",82696,8.312999999999999,2012-08-07,6.1,429,75,Hope Springs,30.0,63536011.0,133085295.0,103.085295,443.61765,2012,"['Drama', 'Comedy', 'Romance']",Drama,Comedy,Romance,,,,,8
600,761,['53'],75638,8.25,2012-07-12,6.1,615,56,Red Lights,17.7,49521.0,14518884.0,-3.181116,82.02759322033899,2012,['Thriller'],Thriller,,,,,,,7
601,762,"['53', '18', '9648']",82390,8.142999999999999,2012-10-05,5.5,409,37,The Paperboy,12.5,677200.0,4027663.0,-8.472337,32.221304,2012,"['Thriller', 'Drama', 'Mystery']",Thriller,Drama,Mystery,,,,,10
602,763,['35'],89492,8.132,2012-12-21,5.7,1296,45,This Is 40,35.0,67544505.0,90221182.0,55.221182,257.7748057142857,2012,['Comedy'],Comedy,,,,,,,12
603,764,"['27', '53', '9648']",101179,8.102,2012-08-06,5.6,194,91,Truth Or Dare,3.5,41411015.0,95127344.0,91.627344,2717.9241142857145,2012,"['Horror', 'Thriller', 'Mystery']",Horror,Thriller,Mystery,,,,,8
604,767,['27'],480210,4.354,2017-10-08,5.2,50,91,Truth Or Dare,3.5,41411015.0,95127344.0,91.627344,2717.9241142857145,2017,['Horror'],Horror,,,,,,,10
605,768,"['53', '27']",460019,14.354,2018-04-13,6.0,2005,91,Truth Or Dare,3.5,41411015.0,95127344.0,91.627344,2717.9241142857145,2018,"['Thriller', 'Horror']",Thriller,Horror,,,,,,4
606,769,"['35', '18', '10749', '878']",88005,8.092,2012-06-22,6.4,1108,48,Seeking A Friend For The End Of The World,10.0,7078738.0,11766959.0,1.766959,117.66959,2012,"['Comedy', 'Drama', 'Romance', 'ScienceFiction']",Comedy,Drama,Romance,ScienceFiction,,,,6
