,index,genre_ids,id_x,popularity,release_date_x,vote_average,vote_count,id_y,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,release_year,genre,main_genre,genre2,genre3,genre4,genre5,genre6,genre7,release_month
783,990,['18'],86829,10.549,2013-12-06,7.2,1400,94,Inside Llewyn Davis,11.0,13248209.0,32943247.0,21.943247,299.48406363636366,2013,['Drama'],Drama,,,,,,,12
784,991,"['35', '18']",160588,10.443,2013-07-26,7.0,1983,90,Blue Jasmine,18.0,33404871.0,102912961.0,84.912961,571.7386722222221,2013,"['Comedy', 'Drama']",Comedy,Drama,,,,,,7
785,992,"['80', '53', '18']",146238,10.442,2013-10-02,5.6,761,53,Runner Runner,30.0,19316646.0,60512680.0,30.51268,201.7089333333333,2013,"['Crime', 'Thriller', 'Drama']",Crime,Thriller,Drama,,,,,10
786,993,"['28', '80', '53']",106747,10.36,2013-10-11,5.5,1079,58,Machete Kills,20.0,8008161.0,18273009.0,-1.726991,91.365045,2013,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,10
787,994,"['53', '28', '80', '18']",102362,10.349,2013-03-08,6.0,866,78,Dead Man Down,30.0,10895295.0,19599974.0,-10.400026,65.33324666666667,2013,"['Thriller', 'Action', 'Crime', 'Drama']",Thriller,Action,Crime,Drama,,,,3
788,995,"['53', '80']",199373,10.34,2013-08-23,6.3,762,22,The Frozen Ground,19.2,0.0,5617460.0,-13.58254,29.257604166666667,2013,"['Thriller', 'Crime']",Thriller,Crime,,,,,,8
789,996,"['18', '53', '80']",77987,10.196,2013-07-19,5.8,1396,8,Only God Forgives,4.8,775849.0,4494560.0,-0.30544,93.63666666666668,2013,"['Drama', 'Thriller', 'Crime']",Drama,Thriller,Crime,,,,,7
790,997,"['27', '9648', '53']",9022,10.03,2013-10-11,5.5,326,83,All The Boys Love Mandy Lane,0.75,0.0,1960521.0,1.210521,261.4028,2013,"['Horror', 'Mystery', 'Thriller']",Horror,Mystery,Thriller,,,,,10
791,998,"['35', '18']",147773,9.977,2013-07-05,7.1,1043,83,The Way Way Back,5.0,21502690.0,26853810.0,21.85381,537.0762,2013,"['Comedy', 'Drama']",Comedy,Drama,,,,,,7
792,999,"['28', '12', '18']",152747,9.869,2013-10-18,6.6,949,43,All Is Lost,8.5,6263670.0,10386814.0,1.886814,122.19781176470588,2013,"['Action', 'Adventure', 'Drama']",Action,Adventure,Drama,,,,,10
793,1000,"['16', '12', '10751']",172391,9.597,2013-12-07,5.6,129,54,Khumba,15.0,0.0,20898221.0,5.898221,139.32147333333333,2013,"['Animation', 'Adventure', 'Family']",Animation,Adventure,Family,,,,,12
794,1001,['18'],157354,9.587,2013-07-26,7.4,645,38,Fruitvale Station,0.9,16098998.0,17549645.0,16.649645,1949.9605555555556,2013,['Drama'],Drama,,,,,,,7
795,1002,"['35', '18']",152737,9.586,2013-12-27,6.9,843,15,August: Osage County,25.0,37738810.0,50738810.0,25.73881,202.95524,2013,"['Comedy', 'Drama']",Comedy,Drama,,,,,,12
796,1003,"['35', '18', '36']",140823,9.585,2013-12-20,7.4,2050,37,Saving Mr. Banks,35.0,83299761.0,114962525.0,79.962525,328.4643571428572,2013,"['Comedy', 'Drama', 'History']",Comedy,Drama,History,,,,,12
797,1004,"['53', '80', '18', '9648']",68727,9.571,2013-04-05,6.6,1348,71,Trance,16.0,2322593.0,22594052.0,6.594052,141.212825,2013,"['Thriller', 'Crime', 'Drama', 'Mystery']",Thriller,Crime,Drama,Mystery,,,,4
798,1005,"['53', '878', '18']",97370,9.527,2014-04-04,6.1,1781,42,Under The Skin,13.3,2614251.0,7229933.0,-6.070067,54.360398496240606,2014,"['Thriller', 'ScienceFiction', 'Drama']",Thriller,ScienceFiction,Drama,,,,,4
799,1006,"['18', '12']",129670,9.521,2013-11-15,7.4,967,91,Nebraska,12.0,17654912.0,24761360.0,12.76136,206.34466666666663,2013,"['Drama', 'Adventure']",Drama,Adventure,,,,,,11
800,1007,"['53', '80', '18']",109421,9.426,2013-02-08,6.5,1879,32,Side Effects,30.0,32172757.0,66742138.0,36.742138,222.47379333333333,2013,"['Thriller', 'Crime', 'Drama']",Thriller,Crime,Drama,,,,,2
801,1009,['35'],124459,9.362,2013-03-15,5.4,920,7,The Incredible Burt Wonderstone,32.0,22537881.0,27392609.0,-4.607391,85.601903125,2013,['Comedy'],Comedy,,,,,,,3
802,1010,['18'],130150,9.258,2013-12-27,6.9,546,19,Labor Day,18.0,13371528.0,14189810.0,-3.81019,78.83227777777778,2013,['Drama'],Drama,,,,,,,12
803,1011,"['16', '35', '12', '10751', '878']",68179,9.227,2013-02-14,5.8,459,28,Escape From Planet Earth,40.0,57012977.0,74156610.0,34.15661,185.391525,2013,"['Animation', 'Comedy', 'Adventure', 'Family', 'ScienceFiction']",Animation,Comedy,Adventure,Family,ScienceFiction,,,2
804,1012,"['53', '18', '80']",164457,9.139,2013-12-06,6.6,1077,41,Out Of The Furnace,22.0,11330849.0,15434375.0,-6.565625,70.15625,2013,"['Thriller', 'Drama', 'Crime']",Thriller,Drama,Crime,,,,,12
805,1013,['10749'],112949,9.095,2013-02-14,7.1,1433,41,Safe Haven,28.0,71399120.0,94050951.0,66.050951,335.8962535714286,2013,['Romance'],Romance,,,,,,,2
806,1014,['18'],203833,9.034,2013-11-08,7.5,2788,41,The Book Thief,19.0,21488481.0,76086711.0,57.086711,400.4563736842106,2013,['Drama'],Drama,,,,,,,11
807,1015,"['99', '10402']",164558,9.005,2013-08-30,8.1,370,88,One Direction: This Is Us,10.0,28873374.0,68541786.0,58.541786,685.41786,2013,"['Documentary', 'Music']",Documentary,Music,,,,,,8
808,1016,"['10749', '18']",172533,8.997,2013-08-23,6.0,528,45,Drinking Buddies,0.5,343706.0,407100.0,-0.0929,81.42,2013,"['Romance', 'Drama']",Romance,Drama,,,,,,8
809,1017,['18'],205220,8.978,2013-11-27,7.4,945,65,Philomena,12.0,37709979.0,98963392.0,86.963392,824.6949333333333,2013,['Drama'],Drama,,,,,,,11
810,1019,['35'],208134,8.823,2013-10-25,6.0,928,3,Jackass Presents: Bad Grandpa,15.0,102003019.0,160903019.0,145.903019,1072.6867933333333,2013,['Comedy'],Comedy,,,,,,,10
811,1020,"['878', '53', '27']",190847,8.759,2013-12-06,5.3,407,25,The Last Days On Mars,10.6,24084.0,261364.0,-10.338636,2.465698113207547,2013,"['ScienceFiction', 'Thriller', 'Horror']",ScienceFiction,Thriller,Horror,,,,,12
812,1021,"['35', '18', '10749']",209263,8.722000000000001,2013-09-18,6.7,464,88,Enough Said,8.0,17550872.0,25621449.0,17.621449,320.2681125,2013,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,9
813,1022,['35'],175528,8.666,2013-09-27,5.4,127,38,Baggage Claim,8.5,21569509.0,22885836.0,14.385836,269.2451294117647,2013,['Comedy'],Comedy,,,,,,,9
814,1023,['35'],146304,8.581,2013-11-15,6.6,145,73,The Best Man Holiday,17.0,70525195.0,72835710.0,55.83571,428.44535294117645,2013,['Comedy'],Comedy,,,,,,,11
815,1024,"['35', '99']",181330,8.476,2013-07-03,6.9,142,14,Kevin Hart: Let Me Explain,2.5,32244051.0,32327255.0,29.827255,1293.0902,2013,"['Comedy', 'Documentary']",Comedy,Documentary,,,,,,7
816,1025,"['27', '53']",104755,8.434,2013-04-19,5.3,445,84,The Lords Of Salem,1.5,1165881.0,1541131.0,0.041131,102.74206666666667,2013,"['Horror', 'Thriller']",Horror,Thriller,,,,,,4
817,1026,"['14', '12', '10751']",227707,8.417,2013-12-05,5.1,108,29,The Adventurer: The Curse Of The Midas Box,25.0,0.0,0.0,-25.0,0.0,2013,"['Fantasy', 'Adventure', 'Family']",Fantasy,Adventure,Family,,,,,12
818,1027,"['18', '35', '10749']",121826,8.32,2013-01-10,6.6,209,90,Quartet,11.0,18388357.0,56178935.0,45.178935,510.7175909090909,2013,"['Drama', 'Comedy', 'Romance']",Drama,Comedy,Romance,,,,,1
819,1028,"['18', '36']",192136,8.262,2013-12-25,6.9,319,35,Mandela: Long Walk To Freedom,35.0,8323085.0,29890402.0,-5.109598,85.40114857142858,2013,"['Drama', 'History']",Drama,History,,,,,,12
820,1029,"['80', '18', '10749', '37']",152748,8.166,2013-08-16,6.2,217,64,Ain'T Them Bodies Saints,5.0,391611.0,1075009.0,-3.924991,21.50018,2013,"['Crime', 'Drama', 'Romance', 'Western']",Crime,Drama,Romance,Western,,,,8
821,1030,"['18', '10749']",152599,8.145,2013-10-06,6.2,438,72,The Immigrant,16.0,2013456.0,7585011.0,-8.414989,47.40631875,2013,"['Drama', 'Romance']",Drama,Romance,,,,,,10
822,1031,"['35', '18', '10749']",144340,8.065,2013-03-22,5.5,385,76,Admission,13.0,18007317.0,18733666.0,5.733666,144.10512307692306,2013,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,3
823,1032,"['18', '53']",87499,8.044,2013-05-31,6.6,438,99,The East,6.5,2274649.0,3027956.0,-3.472044,46.58393846153846,2013,"['Drama', 'Thriller']",Drama,Thriller,,,,,,5
824,1033,"['18', '36']",115782,8.023,2013-08-16,6.1,1622,11,Jobs,18.0,16131410.0,43402515.0,25.402515,241.1250833333333,2013,"['Drama', 'History']",Drama,History,,,,,,8
825,1034,"['80', '53']",188166,7.983,2014-04-25,6.9,736,7,Blue Ruin,0.42,258384.0,437002.0,0.017002,104.04809523809524,2014,"['Crime', 'Thriller']",Crime,Thriller,,,,,,4
826,1035,['35'],146239,7.962000000000001,2013-11-22,6.2,858,21,Delivery Man,22.0,30659817.0,70536870.0,48.53687,320.62213636363634,2013,['Comedy'],Comedy,,,,,,,11
827,1036,['35'],64807,7.917999999999999,2013-12-25,6.0,711,77,Grudge Match,40.0,29807260.0,69807260.0,29.80726,174.51815,2013,['Comedy'],Comedy,,,,,,,12
828,1037,"['99', '10402']",159014,7.866,2013-06-14,7.4,127,37,20 Feet From Stardom,1.0,4946250.0,5892466.0,4.892466,589.2466,2013,"['Documentary', 'Music']",Documentary,Music,,,,,,6
829,1038,"['16', '28', '12', '10751']",230222,7.727,2013-12-20,5.5,348,100,Tarzan,145.0,171091819.0,448191819.0,303.191819,309.0978062068965,2013,"['Animation', 'Action', 'Adventure', 'Family']",Animation,Action,Adventure,Family,,,,12
830,1039,"['27', '53', '18']",146203,7.561,2013-03-01,4.5,297,90,The Last Exorcism Part Ii,4.0,15179303.0,25448707.0,21.448707,636.217675,2013,"['Horror', 'Thriller', 'Drama']",Horror,Thriller,Drama,,,,,3
831,1040,['53'],121677,7.46,2013-03-17,6.7,120,42,The Reluctant Fundamentalist,15.0,528731.0,528731.0,-14.471269,3.524873333333333,2013,['Thriller'],Thriller,,,,,,,3
832,1041,"['35', '10749']",129139,7.33,2013-07-26,5.5,534,77,The To Do List,1.5,3491669.0,4128828.0,2.628828,275.2552,2013,"['Comedy', 'Romance']",Comedy,Romance,,,,,,7
833,1042,['18'],192132,7.262,2014-05-09,6.4,528,58,Palo Alto,1.0,767732.0,1156309.0,0.156309,115.6309,2014,['Drama'],Drama,,,,,,,5
834,1043,['53'],152259,7.211,2013-03-01,6.0,151,43,Phantom,18.0,1034589.0,1199510.0,-16.80049,6.663944444444445,2013,['Thriller'],Thriller,,,,,,,3
835,1044,"['878', '35', '53', '27', '9648']",84204,7.117000000000001,2013-07-19,6.1,202,38,Grabbers,5.3,0.0,440821.0,-4.859179,8.317377358490566,2013,"['ScienceFiction', 'Comedy', 'Thriller', 'Horror', 'Mystery']",ScienceFiction,Comedy,Thriller,Horror,Mystery,,,7
836,1045,"['53', '18']",109729,6.937,2013-07-29,4.3,134,84,The Canyons,0.25,59671.0,62375.0,-0.187625,24.95,2013,"['Thriller', 'Drama']",Thriller,Drama,,,,,,7
837,1046,"['35', '27']",139038,6.909,2013-01-11,5.5,871,12,A Haunted House,2.5,40041683.0,59922558.0,57.422558,2396.90232,2013,"['Comedy', 'Horror']",Comedy,Horror,,,,,,1
838,1047,"['27', '53']",207769,6.872000000000001,2013-11-06,5.6,135,30,Banshee Chapter,0.95,0.0,78122.0,-0.871878,8.223368421052632,2013,"['Horror', 'Thriller']",Horror,Thriller,,,,,,11
839,1048,"['28', '53']",44977,6.797999999999999,2013-12-20,5.9,136,60,Dhoom 3,24.0,8031955.0,11723620.0,-12.27638,48.848416666666665,2013,"['Action', 'Thriller']",Action,Thriller,,,,,,12
840,1050,"['18', '53']",162903,6.611000000000001,2013-10-18,5.9,549,50,The Fifth Estate,26.0,3254172.0,6154172.0,-19.845828,23.669892307692308,2013,"['Drama', 'Thriller']",Drama,Thriller,,,,,,10
841,1051,"['27', '878']",196830,6.563,2013-07-26,3.6,73,13,Stranded,1.9,0.0,285593.0,-1.614407,15.031210526315787,2013,"['Horror', 'ScienceFiction']",Horror,ScienceFiction,,,,,,7
842,1052,['35'],137093,6.533,2013-11-01,6.4,1211,46,Last Vegas,28.0,63914167.0,112914167.0,84.914167,403.2648821428571,2013,['Comedy'],Comedy,,,,,,,11
843,1053,"['35', '14', '53']",127867,6.495,2013-04-05,6.0,240,44,The Brass Teapot,0.9,6997.0,413733.0,-0.486267,45.970333333333336,2013,"['Comedy', 'Fantasy', 'Thriller']",Comedy,Fantasy,Thriller,,,,,4
844,1054,"['35', '80', '18']",175291,6.406000000000001,2013-03-08,6.4,216,89,Cheap Thrills,0.1,59424.0,59424.0,-0.040576,59.424,2013,"['Comedy', 'Crime', 'Drama']",Comedy,Crime,Drama,,,,,3
845,1055,"['28', '80']",116613,6.4,2013-03-01,5.9,142,53,The Sweeney,4.5,26345.0,8000366.0,3.500366,177.78591111111112,2013,"['Action', 'Crime']",Action,Crime,,,,,,3
846,1056,"['878', '27']",125490,6.33,2013-04-12,5.8,152,63,Antiviral,3.1,0.0,123407.0,-2.976593,3.980870967741936,2013,"['ScienceFiction', 'Horror']",ScienceFiction,Horror,,,,,,4
847,1057,"['18', '10402']",367412,6.297999999999999,2013-01-18,7.9,94,43,Whiplash,3.3,13092006.0,38969037.0,35.669037,1180.879909090909,2013,"['Drama', 'Music']",Drama,Music,,,,,,1
848,1058,"['18', '10402']",244786,28.784,2014-10-10,8.4,7908,43,Whiplash,3.3,13092006.0,38969037.0,35.669037,1180.879909090909,2014,"['Drama', 'Music']",Drama,Music,,,,,,10
849,1059,"['35', '18']",110146,6.16,2013-03-22,6.7,97,3,The Sapphires,9.0,2450867.0,20395040.0,11.39504,226.61155555555555,2013,"['Comedy', 'Drama']",Comedy,Drama,,,,,,3
850,1060,"['53', '10749']",121676,6.122000000000001,2013-02-22,5.2,27,53,Inescapable,4.0,4327.0,4327.0,-3.995673,0.108175,2013,"['Thriller', 'Romance']",Thriller,Romance,,,,,,2
851,1061,"['36', '18', '53', '9648']",209262,6.056,2013-10-04,6.1,206,100,Parkland,10.0,641439.0,1616353.0,-8.383647,16.16353,2013,"['History', 'Drama', 'Thriller', 'Mystery']",History,Drama,Thriller,Mystery,,,,10
852,1062,['35'],91739,5.952000000000001,2013-06-07,7.2,165,82,Much Ado About Nothing,8.0,22549338.0,22549338.0,14.549338,281.866725,2013,['Comedy'],Comedy,,,,,,,6
853,1064,"['10402', '18']",109417,5.858,2013-09-21,6.1,130,51,Battle Of The Year,20.0,8888355.0,16723377.0,-3.276623,83.616885,2013,"['Music', 'Drama']",Music,Drama,,,,,,9
854,1065,"['27', '14']",158752,5.742999999999999,2013-10-11,4.8,117,100,Escape From Tomorrow,0.65,171962.0,171962.0,-0.478038,26.455692307692303,2013,"['Horror', 'Fantasy']",Horror,Fantasy,,,,,,10
855,1066,"['99', '18', '36']",159037,5.596,2013-10-25,7.8,84,10,The Square,1.9,406216.0,740932.0,-1.159068,38.99642105263158,2013,"['Documentary', 'Drama', 'History']",Documentary,Drama,History,,,,,10
856,1067,['18'],401246,9.396,2017-10-27,6.9,606,10,The Square,1.9,406216.0,740932.0,-1.159068,38.99642105263158,2017,['Drama'],Drama,,,,,,,10
857,1068,"['878', '18']",115442,5.577000000000001,2013-06-07,6.7,61,29,The Wall,3.0,1803064.0,4495262.0,1.495262,149.84206666666665,2013,"['ScienceFiction', 'Drama']",ScienceFiction,Drama,,,,,,6
858,1069,"['53', '10752', '18']",405775,8.142000000000001,2017-05-12,6.1,407,29,The Wall,3.0,1803064.0,4495262.0,1.495262,149.84206666666665,2017,"['Thriller', 'War', 'Drama']",Thriller,War,Drama,,,,,5
859,1070,"['35', '18']",153795,5.307,2013-03-19,5.3,71,87,Straight A'S,2.0,0.0,0.0,-2.0,0.0,2013,"['Comedy', 'Drama']",Comedy,Drama,,,,,,3
860,1071,['18'],156965,5.202000000000001,2013-04-04,5.5,55,80,Concussion,35.0,34531832.0,50363790.0,15.36379,143.89654285714286,2013,['Drama'],Drama,,,,,,,4
861,1072,['18'],321741,12.809,2015-12-25,7.1,1435,80,Concussion,35.0,34531832.0,50363790.0,15.36379,143.89654285714286,2015,['Drama'],Drama,,,,,,,12
862,1073,['35'],198062,4.758,2013-07-09,6.7,56,91,Coffee Town,2.0,0.0,0.0,-2.0,0.0,2013,['Comedy'],Comedy,,,,,,,7
863,1074,"['16', '28', '35', '10751']",116977,4.705,2013-05-07,2.1,46,26,Foodfight!,45.0,0.0,73706.0,-44.926294,0.1637911111111111,2013,"['Animation', 'Action', 'Comedy', 'Family']",Animation,Action,Comedy,Family,,,,5
864,1075,['99'],127918,4.534,2013-02-01,7.2,51,78,The Gatekeepers,1.5,2408553.0,2592308.0,1.092308,172.82053333333334,2013,['Documentary'],Documentary,,,,,,,2
865,1076,"['28', '878', '12', '14']",76170,4.323,2013-07-25,6.3,6176,8,The Wolverine,115.0,132556852.0,416456852.0,301.456852,362.1363930434783,2013,"['Action', 'ScienceFiction', 'Adventure', 'Fantasy']",Action,ScienceFiction,Adventure,Fantasy,,,,7
866,1077,['18'],176124,3.843,2013-04-19,6.3,33,66,Home Run,1.2,2859955.0,2859955.0,1.659955,238.32958333333332,2013,['Drama'],Drama,,,,,,,4
867,1078,"['28', '878']",205126,3.562,2013-06-27,4.2,35,32,Independence Daysaster,1.8,0.0,0.0,-1.8,0.0,2013,"['Action', 'ScienceFiction']",Action,ScienceFiction,,,,,,6
868,1079,"['28', '18', '53']",192210,3.2710000000000004,2013-05-21,5.1,20,59,Open Road,3.0,0.0,47469.0,-2.952531,1.5823,2013,"['Action', 'Drama', 'Thriller']",Action,Drama,Thriller,,,,,5
869,1080,"['16', '12', '35']",132563,3.212,2013-08-05,3.8,12,85,Wings,2.0,0.0,0.0,-2.0,0.0,2013,"['Animation', 'Adventure', 'Comedy']",Animation,Adventure,Comedy,,,,,8
870,1082,"['80', '18', '10749']",186935,3.01,2013-10-19,6.4,46,100,Heli,1.0,0.0,552614.0,-0.447386,55.2614,2013,"['Crime', 'Drama', 'Romance']",Crime,Drama,Romance,,,,,10
871,1084,"['18', '80']",159770,2.971,2013-10-04,6.1,57,15,The Dirties,0.055,0.0,0.0,-0.055,0.0,2013,"['Drama', 'Crime']",Drama,Crime,,,,,,10
872,1085,['35'],157058,2.967,2013-01-15,3.0,42,66,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,3.0,0.0,0.0,-3.0,0.0,2013,['Comedy'],Comedy,,,,,,,1
873,1086,"['27', '53']",85207,2.877,2013-02-26,3.9,31,85,Airborne,1.2,0.0,0.0,-1.2,0.0,2013,"['Horror', 'Thriller']",Horror,Thriller,,,,,,2
874,1087,"['28', '14']",241224,2.841,2013-09-29,5.9,34,55,Wonder Woman,150.0,412563408.0,821133378.0,671.133378,547.422252,2013,"['Action', 'Fantasy']",Action,Fantasy,,,,,,9
875,1088,"['12', '14', '10752', '10749']",297762,31.618,2017-06-02,7.3,12566,55,Wonder Woman,150.0,412563408.0,821133378.0,671.133378,547.422252,2017,"['Adventure', 'Fantasy', 'War', 'Romance']",Adventure,Fantasy,War,Romance,,,,6
876,1089,['27'],114635,2.736,2013-08-16,3.7,12,63,The Helpers,4.0,0.0,0.0,-4.0,0.0,2013,['Horror'],Horror,,,,,,,8
877,1090,['35'],72359,2.651,2013-05-09,5.2,34,98,Peeples,11.0,9177065.0,9307166.0,-1.692834,84.6106,2013,['Comedy'],Comedy,,,,,,,5
878,1091,['53'],176077,2.645,2013-03-11,4.8,14,67,Enter The Dangerous Mind,3.0,0.0,0.0,-3.0,0.0,2013,['Thriller'],Thriller,,,,,,,3
879,1092,"['27', '35']",100275,2.5860000000000003,2013-04-05,6.2,33,25,Eddie: The Sleepwalking Cannibal,1.4,1632.0,1632.0,-1.398368,0.1165714285714285,2013,"['Horror', 'Comedy']",Horror,Comedy,,,,,,4
880,1093,['27'],255295,2.443,2013-05-24,3.6,19,62,Speak No Evil,0.15,0.0,32927.0,-0.117073,21.95133333333333,2013,['Horror'],Horror,,,,,,,5
881,1094,"['10770', '18', '9648', '53']",240913,2.264,2013-11-29,5.6,23,2,Non-Stop,50.0,91742160.0,222383055.0,172.383055,444.76611,2013,"['TVMovie', 'Drama', 'Mystery', 'Thriller']",TVMovie,Drama,Mystery,Thriller,,,,11
882,1095,"['28', '53', '9648']",225574,13.562,2014-02-28,6.8,3330,2,Non-Stop,50.0,91742160.0,222383055.0,172.383055,444.76611,2014,"['Action', 'Thriller', 'Mystery']",Action,Thriller,Mystery,,,,,2
883,1096,"['12', '10751']",171759,2.164,2013-03-01,5.5,21,31,The Lost Medallion: The Adventures Of Billy Stone,2.5,549632.0,549632.0,-1.950368,21.98528,2013,"['Adventure', 'Family']",Adventure,Family,,,,,,3
884,1097,"['18', '10749']",226979,2.13,2013-06-29,7.2,37,89,Test,0.25,18823.0,18823.0,-0.231177,7.529199999999999,2013,"['Drama', 'Romance']",Drama,Romance,,,,,,6
885,1100,['53'],378029,2.107,2013-05-05,5.5,43,48,Friend Request,9.9,3759078.0,11310835.0,1.410835,114.2508585858586,2013,['Thriller'],Thriller,,,,,,,5
886,1101,"['27', '53']",368031,9.149,2016-12-09,5.5,777,48,Friend Request,9.9,3759078.0,11310835.0,1.410835,114.2508585858586,2016,"['Horror', 'Thriller']",Horror,Thriller,,,,,,12
887,1102,"['878', '53']",86304,2.0780000000000003,2013-01-04,3.9,19,56,All Superheroes Must Die,0.02,0.0,0.0,-0.02,0.0,2013,"['ScienceFiction', 'Thriller']",ScienceFiction,Thriller,,,,,,1
888,1103,"['18', '12', '99']",201132,2.061,2013-09-05,7.2,41,71,Antarctica: A Year On Ice,1.0,288757.0,288757.0,-0.711243,28.8757,2013,"['Drama', 'Adventure', 'Documentary']",Drama,Adventure,Documentary,,,,,9
889,1104,['99'],178862,2.017,2013-02-20,6.6,18,64,Aroused,0.15,0.0,0.0,-0.15,0.0,2013,['Documentary'],Documentary,,,,,,,2
890,1105,"['18', '10402']",206284,1.957,2013-10-04,6.3,38,43,Grace Unplugged,1.7,2507159.0,2507159.0,0.807159,147.4799411764706,2013,"['Drama', 'Music']",Drama,Music,,,,,,10
891,1110,"['18', '10402']",175541,1.779,2013-11-27,5.7,25,63,Black Nativity,17.5,7018188.0,7285135.0,-10.214865,41.62934285714286,2013,"['Drama', 'Music']",Drama,Music,,,,,,11
892,1112,"['80', '18', '53']",331190,6.474,2015-09-18,5.6,127,23,Captive,2.0,2583301.0,2791973.0,0.791973,139.59865,2015,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,9
893,1114,"['80', '18', '53']",225975,1.414,2013-10-16,6.8,20,31,The Verdict,16.0,53977250.0,53977250.0,37.97725,337.3578125,2013,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,10
894,1115,"['18', '10751']",226354,1.4,2013-11-22,6.0,15,45,The Christmas Candle,7.0,1632000.0,1933829.0,-5.066171,27.62612857142857,2013,"['Drama', 'Family']",Drama,Family,,,,,,11
895,1116,"['18', '10751']",230015,1.4,2013-04-06,5.5,16,41,Underdogs,2.5,35017.0,1392649.0,-1.107351,55.70596,2013,"['Drama', 'Family']",Drama,Family,,,,,,4
896,1117,"['16', '12', '10749']",153158,7.539,2015-08-14,6.1,196,41,Underdogs,2.5,35017.0,1392649.0,-1.107351,55.70596,2015,"['Animation', 'Adventure', 'Romance']",Animation,Adventure,Romance,,,,,8
897,1118,['18'],228406,1.327,2013-09-27,5.9,12,13,Believe,3.5,890303.0,890303.0,-2.609697,25.437228571428573,2013,['Drama'],Drama,,,,,,,9
898,1119,['18'],423628,1.536,2016-12-02,6.5,11,13,Believe,3.5,890303.0,890303.0,-2.609697,25.437228571428573,2016,['Drama'],Drama,,,,,,,12
899,1126,"['35', '18']",137347,1.067,2013-11-29,7.2,19,10,Closer To The Moon,1.5,0.0,5396.0,-1.494604,0.3597333333333333,2013,"['Comedy', 'Drama']",Comedy,Drama,,,,,,11
900,1128,"['35', '18']",310593,9.265,2015-12-04,6.9,1098,99,Youth,13.0,2703296.0,24001573.0,11.001573,184.62748461538465,2015,"['Comedy', 'Drama']",Comedy,Drama,,,,,,12
901,1129,"['18', '36']",457251,5.082,2017-12-15,7.7,27,99,Youth,13.0,2703296.0,24001573.0,11.001573,184.62748461538465,2017,"['Drama', 'History']",Drama,History,,,,,,12
902,1132,"['27', '99', '9648']",202604,0.8190000000000001,2013-05-29,4.2,14,8,The Vatican Exorcisms,1.1,0.0,0.0,-1.1,0.0,2013,"['Horror', 'Documentary', 'Mystery']",Horror,Documentary,Mystery,,,,,5
903,1137,"['10749', '18']",277796,2.228,2014-10-02,4.8,15,96,Hide And Seek,25.0,51100486.0,123696741.0,98.696741,494.786964,2014,"['Romance', 'Drama']",Romance,Drama,,,,,,10
904,1139,"['53', '27']",278632,5.274,2014-10-14,5.0,44,84,Julia,6.0,65108.0,1365108.0,-4.634892,22.7518,2014,"['Thriller', 'Horror']",Thriller,Horror,,,,,,10
905,1142,"['36', '10749', '18']",354859,10.158,2017-04-21,7.1,195,78,The Promise,90.0,8224288.0,10551417.0,-79.448583,11.723796666666669,2017,"['History', 'Romance', 'Drama']",History,Romance,Drama,,,,,4
906,1147,['18'],215908,0.6,2013-09-09,7.6,11,51,Noah,130.0,101200044.0,352831065.0,222.831065,271.40851153846154,2013,['Drama'],Drama,,,,,,,9
907,1148,"['18', '12']",86834,13.905,2014-03-28,5.6,3955,51,Noah,130.0,101200044.0,352831065.0,222.831065,271.40851153846154,2014,"['Drama', 'Adventure']",Drama,Adventure,,,,,,3
908,1155,"['53', '10749', '12']",429300,16.785999999999998,2018-06-01,6.7,1264,89,Adrift,35.0,31445011.0,57897191.0,22.897191,165.4205457142857,2018,"['Thriller', 'Romance', 'Adventure']",Thriller,Romance,Adventure,,,,,6
909,1156,['35'],116741,0.6,2013-06-07,6.2,2631,63,The Internship,58.0,44672764.0,93672764.0,35.672764,161.50476551724137,2013,['Comedy'],Comedy,,,,,,,6
910,1165,"['28', '53']",245891,78.123,2014-10-24,7.2,10081,6,John Wick,30.0,43037835.0,76235001.0,46.235001,254.11667,2014,"['Action', 'Thriller']",Action,Thriller,,,,,,10
911,1166,"['28', '12', '14']",122917,53.783,2014-12-17,7.3,8392,22,The Hobbit: The Battle Of The Five Armies,250.0,255119788.0,945577621.0,695.577621,378.2310484,2014,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,,12
912,1167,"['28', '878', '12']",118340,49.606,2014-08-01,7.9,17958,14,Guardians Of The Galaxy,170.0,333172112.0,770867516.0,600.867516,453.45148,2014,"['Action', 'ScienceFiction', 'Adventure']",Action,ScienceFiction,Adventure,,,,,8
913,1168,"['28', '12', '14', '878']",127585,41.867,2014-05-23,7.5,10062,55,X-Men: Days Of Future Past,200.0,233921534.0,747862775.0,547.862775,373.9313875,2014,"['Action', 'Adventure', 'Fantasy', 'ScienceFiction']",Action,Adventure,Fantasy,ScienceFiction,,,,5
